41,34
31,11
12,7
23,7
4,3
33,39
44,39
33,48
34,13
4,21
34,22
45,22
37,18
22,29
45,31
37,27
22,38
46,5
3,34
14,34
22,47
37,36
38,1
14,43
26,8
38,10
26,17
15,17
49,19
46,32
49,28
38,28
49,37
26,35
15,35
18,31
18,40
30,5
27,18
11,1
18,49
8,14
42,16
27,27
0,10
19,23
11,19
11,28
20,6
33,25
23,11
25,30
25,39
4,16
34,17
2,46
37,13
45,26
22,24
1,1
14,20
3,20
34,26
37,31
14,29
34,44
3,38
49,5
26,3
46,18
3,47
38,14
7,8
